"participant","trial","position","first_display","display","direction","video","outcome","simulation","attn_check","rating","ball_direction","goalie_direction"
"LAMI063",7,"ball","up","up","right","LAMI_right_score.mp4","score","What if?",0.196,0,"right","left"
"LAMI063",8,"ball","up","up","right","LAMI_right_score.mp4","score","Cause",0.198,0.958,"right","left"
"LAMI063",9,"ball","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.173,0.96,"left","left"
"LAMI063",10,"ball","up","up","right","LAMI_right_score.mp4","score","Cause",0.199,0.959,"right","left"
"LAMI063",11,"ball","up","up","right","LAMI_right_score.mp4","score","Remember",0.173,0.958,"right","left"
"LAMI063",12,"ball","up","up","left","LAMI_left_score.mp4","score","What if?",0.76,0,"left","right"
"LAMI063",13,"ball","up","up","right","LAMI_right_score.mp4","score","Remember",0.175,0.954,"right","left"
"LAMI063",14,"ball","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.173,0.958,"left","left"
"LAMI063",15,"ball","up","up","right","LAMI_right_score.mp4","score","Cause",0.227,0.961,"right","left"
"LAMI063",16,"ball","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.81,0.963,"right","right"
"LAMI063",17,"ball","up","up","right","LAMI_right_score.mp4","score","What if?",0.204,0,"right","left"
"LAMI063",18,"ball","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.176,0.958,"left","left"
"LAMI063",19,"ball","up","up","right","LAMI_right_score.mp4","score","Remember",0.157,0.961,"right","left"
"LAMI063",20,"ball","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.187,0,"left","left"
"LAMI063",21,"ball","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.747,0.934,"right","right"
"LAMI063",22,"ball","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.191,0,"left","left"
"LAMI063",23,"ball","up","up","right","LAMI_right_score.mp4","score","Cause",0.201,0.962,"right","left"
"LAMI063",24,"ball","up","up","right","LAMI_right_score.mp4","score","What if?",0.144,0,"right","left"
"LAMI063",25,"ball","up","down","left","LAMI_left_score_down.mp4","score","Cause",0.788,0.953,"left","right"
"LAMI063",26,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.793,0,"right","right"
"LAMI063",27,"ball","up","down","left","LAMI_left_score_down.mp4","score","What if?",0.738,0,"left","right"
"LAMI063",28,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.733,0.96,"right","right"
"LAMI063",29,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.174,0,"left","left"
"LAMI063",30,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.726,0.955,"right","right"
"LAMI063",31,"ball","up","down","left","LAMI_left_score_down.mp4","score","Remember",0.741,0.959,"left","right"
"LAMI063",32,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.732,0.959,"right","right"
"LAMI063",33,"ball","up","down","left","LAMI_left_score_down.mp4","score","Remember",0.712,0.959,"left","right"
"LAMI063",34,"ball","up","down","left","LAMI_left_score_down.mp4","score","What if?",0.721,0,"left","right"
"LAMI063",35,"ball","up","down","right","LAMI_right_score_down.mp4","score","Cause",0.14,0.961,"right","left"
"LAMI063",36,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.747,0.955,"right","right"
"LAMI063",37,"ball","up","down","left","LAMI_left_score_down.mp4","score","What if?",0.72,0,"left","right"
"LAMI063",38,"ball","up","down","left","LAMI_left_score_down.mp4","score","What if?",0.753,0,"left","right"
"LAMI063",39,"ball","up","down","left","LAMI_left_score_down.mp4","score","Cause",0.744,0.955,"left","right"
"LAMI063",40,"ball","up","down","right","LAMI_right_score_down.mp4","score","Remember",0.16,0.961,"right","left"
"LAMI063",41,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.738,0,"right","right"
"LAMI063",42,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.187,0.956,"left","left"
"LAMI063",43,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.735,0.957,"right","right"
"LAMI063",44,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.193,0.964,"left","left"
"LAMI063",45,"ball","up","down","right","LAMI_right_score_down.mp4","score","Remember",0.194,0.953,"right","left"
"LAMI063",46,"ball","up","down","right","LAMI_right_score_down.mp4","score","Cause",0.183,0.96,"right","left"
"LAMI063",47,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.177,0.955,"left","left"
"LAMI063",48,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.747,0,"right","right"
"LAMI064",1,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.166,0,"left","left"
"LAMI064",2,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Remember",0.158,0.891,"left","right"
"LAMI064",3,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.163,0.908,"left","left"
"LAMI064",4,"goalie","down","down","right","LAMI_left_score_down.mp4","score","What if?",0.103,0.917,"left","right"
"LAMI064",5,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.198,0.925,"left","left"
"LAMI064",6,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Cause",0.192,0.92,"left","right"
"LAMI064",7,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.163,0.024,"left","left"
"LAMI064",8,"goalie","down","down","right","LAMI_left_score_down.mp4","score","What if?",0.21,0,"left","right"
"LAMI064",9,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Remember",0.717,0.869,"right","left"
"LAMI064",10,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.695,0.865,"right","right"
"LAMI064",11,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Cause",0.742,0.922,"right","left"
"LAMI064",12,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.756,0,"right","right"
"LAMI064",13,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Cause",0.184,0.827,"left","right"
"LAMI064",14,"goalie","down","down","left","LAMI_right_score_down.mp4","score","What if?",0.792,0.91,"right","left"
"LAMI064",15,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Remember",0.802,0.934,"right","left"
"LAMI064",16,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Remember",0.198,0.907,"left","right"
"LAMI064",17,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.755,0.882,"right","right"
"LAMI064",18,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.154,0.905,"left","left"
"LAMI064",19,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.157,0.903,"left","left"
"LAMI064",20,"goalie","down","down","right","LAMI_left_score_down.mp4","score","What if?",0.147,0.921,"left","right"
"LAMI064",21,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.198,0.014,"left","left"
"LAMI064",22,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.204,0.023,"left","left"
"LAMI064",23,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.77,0,"right","right"
"LAMI064",24,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Cause",0.779,0.931,"right","left"
"LAMI064",25,"goalie","down","up","left","LAMI_right_score.mp4","score","Remember",0.746,0.921,"right","left"
"LAMI064",26,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.815,0,"right","right"
"LAMI064",27,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.787,0.947,"right","left"
"LAMI064",28,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.803,0.931,"right","right"
"LAMI064",29,"goalie","down","up","right","LAMI_left_score.mp4","score","What if?",0.19,0,"left","right"
"LAMI064",30,"goalie","down","up","left","LAMI_right_score.mp4","score","What if?",0.808,0,"right","left"
"LAMI064",31,"goalie","down","up","left","LAMI_right_score.mp4","score","Remember",0.82,0.926,"right","left"
"LAMI064",32,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.818,0.0590000000000001,"right","right"
"LAMI064",33,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.793,0.899,"right","right"
"LAMI064",34,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.793,0.92,"right","right"
"LAMI064",35,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.175,0,"left","left"
"LAMI064",36,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.806,0.931,"right","left"
"LAMI064",37,"goalie","down","up","left","LAMI_right_score.mp4","score","What if?",0.738,0,"right","left"
"LAMI064",38,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.762,0.92,"right","left"
"LAMI064",39,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.785,0.932,"right","right"
"LAMI064",40,"goalie","down","up","left","LAMI_right_score.mp4","score","What if?",0.755,0,"right","left"
"LAMI064",41,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.779,0.011,"right","right"
"LAMI064",42,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Cause",0.168,0.939,"left","left"
"LAMI064",43,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.147,0,"left","left"
"LAMI064",44,"goalie","down","up","right","LAMI_left_score.mp4","score","Remember",0.162,0.943,"left","right"
"LAMI064",45,"goalie","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.169,0.943,"left","left"
"LAMI064",46,"goalie","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.215,0.945,"left","left"
"LAMI064",47,"goalie","down","up","right","LAMI_left_score.mp4","score","Remember",0.205,0.922,"left","right"
"LAMI064",48,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.757,0.947,"right","left"
"LAMI066",1,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Remember",0.753,0.953,"right","left"
"LAMI066",2,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Remember",0.741,0.462,"right","left"
"LAMI066",3,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.747,0.467,"right","right"
"LAMI066",4,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.165,0,"left","left"
"LAMI066",5,"goalie","down","down","left","LAMI_right_score_down.mp4","score","What if?",0.765,0,"right","left"
"LAMI066",6,"goalie","down","down","left","LAMI_right_score_down.mp4","score","What if?",0.781,0,"right","left"
"LAMI066",7,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Cause",0.787,0.459,"right","left"
"LAMI066",8,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.166,0,"left","left"
"LAMI066",9,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Cause",0.179,0.958,"left","right"
"LAMI066",10,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.761,0.96,"right","right"
"LAMI066",11,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.139,0.96,"left","left"
"LAMI066",12,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.109,0.957,"left","left"
"LAMI066",13,"goalie","down","down","right","LAMI_left_score_down.mp4","score","What if?",0.134,0,"left","right"
"LAMI066",14,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.734,0.956,"right","right"
"LAMI066",15,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Remember",0.188,0.949,"left","right"
"LAMI066",16,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.166,0.954,"left","left"
"LAMI066",17,"goalie","down","down","right","LAMI_left_score_down.mp4","score","What if?",0.183,0,"left","right"
"LAMI066",18,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.8,0,"right","right"
"LAMI066",19,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.144,0.961,"left","left"
"LAMI066",20,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.151,0.961,"left","left"
"LAMI066",21,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Remember",0.757,0.959,"right","left"
"LAMI066",22,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Cause",0.152,0.957,"left","right"
"LAMI066",23,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Cause",0.806,0.96,"right","left"
"LAMI066",24,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.142,0,"left","left"
"LAMI066",25,"goalie","down","up","right","LAMI_left_score.mp4","score","Cause",0.169,0.961,"left","right"
"LAMI066",26,"goalie","down","up","right","LAMI_left_score.mp4","score","What if?",0.201,0,"left","right"
"LAMI066",27,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.729,0.961,"right","right"
"LAMI066",28,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.74,0.953,"right","right"
"LAMI066",29,"goalie","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.123,0.956,"left","left"
"LAMI066",30,"goalie","down","up","right","LAMI_left_score.mp4","score","Remember",0.17,0.959,"left","right"
"LAMI066",31,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.136,0,"left","left"
"LAMI066",32,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.745,0.957,"right","right"
"LAMI066",33,"goalie","down","up","left","LAMI_right_score.mp4","score","What if?",0.756,0.959,"right","left"
"LAMI066",34,"goalie","down","up","left","LAMI_right_score.mp4","score","Remember",0.745,0.961,"right","left"
"LAMI066",35,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.752,0.965,"right","left"
"LAMI066",36,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.77,0,"right","right"
"LAMI066",37,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.784,0.966,"right","right"
"LAMI066",38,"goalie","down","up","left","LAMI_right_score.mp4","score","Remember",0.724,0.958,"right","left"
"LAMI066",39,"goalie","down","up","left","LAMI_right_score.mp4","score","What if?",0.783,0,"right","left"
"LAMI066",40,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.14,0,"left","left"
"LAMI066",41,"goalie","down","up","right","LAMI_left_score.mp4","score","What if?",0.152,0,"left","right"
"LAMI066",42,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.809,0.959,"right","right"
"LAMI066",43,"goalie","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.125,0.964,"left","left"
"LAMI066",44,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.776,0.961,"right","right"
"LAMI066",45,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.148,0,"left","left"
"LAMI066",46,"goalie","down","up","right","LAMI_left_score.mp4","score","Remember",0.165,0.958,"left","right"
"LAMI066",47,"goalie","down","up","right","LAMI_left_score.mp4","score","Cause",0.146,0.962,"left","right"
"LAMI066",48,"goalie","down","up","right","LAMI_left_score.mp4","score","Cause",0.138,0.96,"left","right"
"LAMI068",1,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.197,0.833,"left","right"
"LAMI068",2,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.768,0.948,"right","left"
"LAMI068",3,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.17,0,"left","right"
"LAMI068",4,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.208,0.945,"left","right"
"LAMI068",5,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.15,0.937,"left","left"
"LAMI068",6,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.784,0.938,"right","right"
"LAMI068",7,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.207,0.943,"left","left"
"LAMI068",8,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.778,0.948,"right","right"
"LAMI068",9,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.164,0.941,"left","right"
"LAMI068",10,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.864,0.94,"right","right"
"LAMI068",11,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.773,0,"right","right"
"LAMI068",12,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.728,0.943,"right","left"
"LAMI068",13,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.77,0,"right","right"
"LAMI068",14,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.724,0.949,"right","left"
"LAMI068",15,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.76,0.96,"right","right"
"LAMI068",16,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.718,0.956,"right","left"
"LAMI068",17,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.243,0,"left","right"
"LAMI068",18,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.714,0.948,"right","right"
"LAMI068",19,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.797,0.935,"left","right"
"LAMI068",20,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.71,0,"right","right"
